timestamp_eest,scheduled_at_eest,owner,channel,asset,copy_used,link,status,proof_url,reply_count,signup_notes,next_followup
2026-06-06 12:22 +0300,2026-06-06 12:22 +0300,Nano,YouTube / community poll comment,campaign/copy-bank.md,"Poll follow-up: choose your strategy, then lock your 3 teams before kickoff.

Code: 26BC4B90CB
Join:
https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=nano_poll_comment

All 48 teams are still open today.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=nano_poll_comment,posted,https://www.youtube.com/post/UgkxhAdc1f752vOSesylaNwfAytM9_YvOMNN?lc=UgzOyApHZvPtp7qMDaN4AaABAg,0,real public YouTube highlighted comment proof verified in browser on owned poll post; attempted owned video comments but video comments were unavailable because the video is marked made for kids,"Monitor the poll post for votes/replies and answer with the sign-in, code, and pick-3 steps."
2026-06-06 12:26 +0300,2026-06-06 12:26 +0300,Dexter,YouTube / community engagement comment,campaign/copy-bank.md,"Engagement follow-up: before kickoff, try this mix: 1 favorite, 1 mid-tier team, 1 underdog.

Code: 26BC4B90CB
Join:
https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=dexter_engagement_comment

All 48 teams are still selectable right now.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=dexter_engagement_comment,posted,https://www.youtube.com/post/Ugkx-cDl1Snb-cKi0hmgXsj4GVoeCOXvQ3xd?lc=UgzkYWnsfFRhvjo7GTJ4AaABAg,0,real public YouTube highlighted comment proof verified in browser on owned campaign post; spreads campaign follow-up across a lower-used post,Monitor this engagement post for replies and answer with pick-3 instructions and referral code.
2026-06-06 12:29 +0300,2026-06-06 12:29 +0300,Memo,YouTube / community quick-pick comment,campaign/copy-bank.md,"Follow-up: if you are joining today, open the link, use code 26BC4B90CB, and lock 3 teams before kickoff.

Join:
https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=memo_followup_comment

The leaderboard starts moving when real matches start.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=memo_followup_comment,posted,https://www.youtube.com/post/Ugkx4o_Rj57BZA02MOYMmmjrzgDCiFOs_-jk?lc=Ugz0uJxnj4BLah8yuaV4AaABAg,0,real public YouTube highlighted comment proof verified in browser on owned quick-pick campaign post; used a lower-used post to spread follow-up coverage,Monitor the quick-pick post for replies and answer with code 26BC4B90CB plus lock-3-teams instructions.
2026-06-06 12:53 +0300,2026-06-06 12:53 +0300,Nano,YouTube / community all-teams comment,campaign/copy-bank.md,"Next checkpoint: pick 3 teams now while all 48 teams are still open.

Code: 26BC4B90CB
Join: https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=nano_48teams_comment",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=youtube-community-comment&utm_medium=manual-reply&utm_campaign=worldcup26_referral_72h&utm_content=nano_48teams_comment,posted,https://www.youtube.com/post/Ugkx4o_Rj57BZA02MOYMmmjrzgDCiFOs_-jk?lc=UgxTcwdCUrtmR2hg-6x4AaABAg,0,real public YouTube comment proof verified in browser DOM; comment permalink contains lc=UgxTcwdCUrtmR2hg-6x4AaABAg and visible referral link/code 26BC4B90CB,Monitor for replies; answer with join steps and code only once per conversation.
2026-06-06 13:23 +0300,2026-06-06 13:23 +0300,Dexter,X / public all-teams reminder,campaign/copy-bank.md,WorldCup26 reminder: all 48 teams are still open. Pick 3 teams before kickoff and climb the leaderboard. Code 26BC4B90CB https://worldcup26.world/login?ref=26BC4B90CB,https://worldcup26.world/login?ref=26BC4B90CB,posted,https://x.com/NervixAi/status/2063204959869411451,0,"Verified in browser on X status page: visible WorldCup26 reminder, code 26BC4B90CB, and worldcup26.world link preview card; X displayed timestamp 1:22 PM Jun 6, 2026.","Monitor X replies and answer with join steps: open link, sign in, use code, pick 3 teams."
2026-06-06 13:39 +0300,2026-06-06 13:15 +0300,Memo,Proof audit,runtime/posting-log-live.csv,"Ops pulse: verify proof rows, urgent rows, and blocked channels.

Referral: https://worldcup26.world/login?ref=26BC4B90CB&utm_source=proof-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse19
Code: 26BC4B90CB",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=proof-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse19,logged,"internal-log: proof audit completed 2026-06-06 13:42 +0300; Facebook sharer logged out; WhatsApp/Telegram need real private-channel proof notes; X remains available but no unlogged X fallback pulse is currently due; urgent rows still requiring real proof are WhatsApp Status, WhatsApp personal, Instagram/Facebook story, Football groups, TikTok/Reels/Shorts, DM follow-up, YouTube Shorts, Facebook profile/page",0,"supplemental pulse 19; Ops; Check proof log, list unproven current rows, and flag blocked channels.",
2026-06-06 14:07 +0300,2026-06-06 11:15 +0300,Memo,Copy rotation,copy-bank.md,"Ops pulse: rotate copy without fixed prize claims.

Use code 26BC4B90CB and link https://worldcup26.world/login?ref=26BC4B90CB&utm_source=copy-rotation&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse11.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=copy-rotation&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse11,logged,"internal-log: free-tier copy rotation synced 2026-06-06 14:03 +0300 to Dexter/Sienna/Memo/Nano; users can save 3 picks first, watch their private points preview, and use a paid ticket only to enter the paid leaderboard; memo-copy-rotation sha256 33b23521a79c345760e53aa84c1818fc62b05109025b96eab280e4dcf6bdf126; no external post claimed.",0,Free-picks hook added to Memo copy rotation; referral code 26BC4B90CB remains active.,"Use the free-picks hook in the next approved manual post, private reply, or warm-contact outreach."
2026-06-06 14:19 +0300,2026-06-06 14:15 +0300,Memo,Asset audit,promo-kit-manifest.md,"Ops pulse: verify MP4, story image, square image, and command center are present.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=asset-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse23,logged,"internal-log: free-tier referral card assets regenerated and copy sources updated 2026-06-06 14:19 +0300; media/assets hashes 16x9 07198fbb0583bc2494f0a4a3641ce58e46b8b0c83e0c84c100f93a85715673f4, square d56ec33284efd2b0a772e5334249824d7ee43952fadd4fb3fc029146b0626ec4, story 1bd5766742ed2e2d9e70aabf698fcad2ec6b4307cd08df8d63c0deec463ff65d; active post-now/outbox/proof-handoff regenerated with free picks first / paid leaderboard by ticket; no external post claimed.",0,Free-tier visual assets and generated campaign queues aligned with pick-free-first workflow.,Use regenerated card assets in the next approved story/feed/status slot and log real proof after posting.
2026-06-06 16:18 +0300,2026-06-06 16:15 +0300,Memo,Next best channel,runtime/dispatch-board.md,"Ops pulse: if a channel is logged out, pick the next owned channel. Do not log proof until real posting happens.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=next-best-channel&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse31,logged,"internal-log: 2026-06-06 16:17 +0300 local runner refreshed; Dexter, Sienna, Memo, and Nano droplets all answered SSH; campaign-loop running on all four; runtime generated around 16:16 EEST; remaining unproven rows are WhatsApp Status, WhatsApp personal, Instagram/Facebook story, football groups, TikTok/Reels/Shorts, DM follow-up, YouTube Shorts, Facebook profile/page, Replies, and Instagram Story; no external post claimed.",0,Four-droplet wake-up verified and next-hour handoff regenerated; continue only with real proof for private/social channels.,
2026-06-06 16:22 +0300,2026-06-06 16:22 +0300,Memo,Watchdog cron,campaign-watchdog.sh,"Ops hardening: installed exactly one 5-minute campaign watchdog cron on Dexter, Sienna, Memo, and Nano; all campaign loops were running after repair.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=watchdog-cron&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_watchdog_cron_1620,logged,"internal-log: watchdog cron normalized on all four droplets 2026-06-06 16:20 +0300; Dexter, Sienna, Memo, and Nano each have one crontab line and a running campaign-loop; no external post claimed.",0,Four-droplet 72-hour campaign loop is now self-healing every 5 minutes.,"Continue real proof collection for WhatsApp, Meta, TikTok/Reels/Shorts, football groups, and replies."
2026-06-06 16:46 +0300,2026-06-06 17:15 +0300,Memo,Proof audit,runtime/posting-log-live.csv,"Ops pulse: verify proof rows, urgent rows, and blocked channels.

Referral: https://worldcup26.world/login?ref=26BC4B90CB&utm_source=proof-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse35
Code: 26BC4B90CB",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=proof-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse35,logged,"internal-log: generated mobile phone action center HTML from current urgent queue and synced to Dexter, Sienna, Memo, and Nano on 2026-06-06 around 16:45 EEST; page includes copy buttons, proof commands, proof notes, and WhatsApp/Telegram/X/Facebook share links for the 10 urgent actions; no external post claimed.",0,Phone action center added to reduce friction for real private/social posting while preserving proof honesty; urgent external/private rows still need real action.,"Use phone-action-center.html to complete WhatsApp Status, WhatsApp personal, Meta stories, YouTube Shorts, Facebook, replies, and football-group permission; log proof only after real action."
2026-06-06 17:04 +0300,2026-06-06 18:15 +0300,Memo,Asset audit,promo-kit-manifest.md,"Ops pulse: verify MP4, story image, square image, and command center are present.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=asset-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse39,logged,"internal-log: generated branded WorldCup26 QR share assets on 2026-06-06 around 17:04 EEST; outputs media/worldcup26-referral-qr.png, media/worldcup26-qr-square.jpg, media/worldcup26-qr-story.jpg plus matching assets/ copies; visual inspection passed for square and story cards; no external post claimed.",0,"QR assets added for WhatsApp Status, Instagram/Facebook Story, feed screenshots, direct messages, and in-person sharing; referral link/code remain 26BC4B90CB.",Use QR story/square assets in the next real story/feed/status action and log proof only after posting.
2026-06-06 18:25 +0300,2026-06-06 18:00 +0300,Memo,Ops check,campaign/posting-log-template.csv,"Campaign ops check for WorldCup26.

Referral code: 26BC4B90CB
Referral link: https://worldcup26.world/login?ref=26BC4B90CB&utm_source=ops-check&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_h14

Verify the current assets:
- media/worldcup26-main-video.mp4
- media/worldcup26-referral-story.jpg
- media/worldcup26-referral-16x9.jpg
- runtime/outbox-ready.csv

Next action: Check posting log completeness and list top three replies to answer",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=ops-check&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_h14,logged,"internal-log: proof escalation board added to campaign-dispatch and synced to Dexter, Sienna, Memo, and Nano at 2026-06-06 18:23 +0300; each droplet regenerated proof-sprint.json with escalationBoard=true; no external post claimed",0,"ops sync only; external proof gaps remain for Sienna, Nano, and Dexter",workers must execute hot proof commands in runtime/proof-sprint.html
2026-06-06 23:17 +0300,2026-06-06 20:45 +0300,Dexter,X / public fallback,media/worldcup26-referral-16x9.jpg,"One month of football. Three picks. Free preview first.

Join WorldCup26 with my code:
26BC4B90CB

https://worldcup26.world/login?ref=26BC4B90CB&utm_source=x-public-fallback&utm_medium=manual-post&utm_campaign=worldcup26_referral_72h&utm_content=dexter_pulse49",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=x-public-fallback&utm_medium=manual-post&utm_campaign=worldcup26_referral_72h&utm_content=dexter_pulse49,posted,public-x-note: additional X post from @DansiDanutz at 2026-06-06 22:55 EEST; screenshot /Users/davidai/Documents/WorldCup/worldcup26-x-after-post.png shows X postat confirmation and WorldCup26 link preview; code 26BC4B90CB and https://worldcup26.world/login?ref=26BC4B90CB included; public URL not captured yet,0,supplemental pulse 49; Short feed; Publish or prepare a short public CTA if X is logged in.,
2026-06-06 23:20 +0300,2026-06-06 21:15 +0300,Memo,Proof audit,runtime/posting-log-live.csv,"Ops pulse: verify proof rows, urgent rows, and blocked channels.

Referral: https://worldcup26.world/login?ref=26BC4B90CB&utm_source=proof-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse51
Code: 26BC4B90CB",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=proof-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse51,logged,"internal-log: Memo proof audit completed at 2026-06-06 23:20 EEST; live link sentinel ok for 4 variants on dpl_EFjFUKihgS6Ce4tDiBJ2HZmpCCup; remote war room aligned yes with 4/4 loops and unhealthy none; proof rows 42, external proof fresh from 23:17 EEST, urgent rows 16; next external blockers are WhatsApp Status, WhatsApp personal, Meta stories/Reels, football group approval, creator outreach; no external post claimed",0,Campaign signup path checked: ref 26BC4B90CB resolves to David Ai at 5 percent and Google auth uses api.worldcup26.world.,Execute real phone/social actions #1-#6 and replace private proof notes with public URLs where available.
2026-06-06 23:24 +0300,2026-06-06 22:15 +0300,Memo,Asset audit,promo-kit-manifest.md,"Ops pulse: verify MP4, story image, square image, and command center are present.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=asset-audit&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse55,logged,"internal-log: asset audit completed at 2026-06-06 23:25 EEST; Dexter, Sienna, Memo, and Nano all have media/worldcup26-main-video.mp4 size 38430149, media/worldcup26-referral-story.jpg size 147990, media/worldcup26-referral-16x9.jpg size 135145, runtime/dispatch-board.md, and runtime/posting-sprint.txt; Facebook and X fresh browser sessions checked but not logged in, so no external post claimed",0,Assets and live referral URL are present on all four workers for code 26BC4B90CB.,"Use owner logged-in phone/browser sessions for WhatsApp Status, Meta story, X/Facebook feed, and creator outreach."
2026-06-06 23:25 +0300,2026-06-06 23:15 +0300,Memo,Copy rotation,copy-bank.md,"Ops pulse: rotate copy without fixed prize claims.

Keep the free-picks hook visible: users save 3 picks first, watch a private points preview, and use a ticket only for paid leaderboard entry.

Use code 26BC4B90CB and link https://worldcup26.world/login?ref=26BC4B90CB&utm_source=copy-rotation&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse59.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=copy-rotation&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse59,logged,"internal-log: Memo copy rotation completed at 2026-06-06 23:26 EEST; fresh hook: Pick 3 teams free first, see your private points move with real World Cup results, and use a ticket only if you want the paid leaderboard. Reply answer: The code 26BC4B90CB connects your signup to the invite; sign in, save 3 picks free, then decide later about entering the paid leaderboard. Link included: https://worldcup26.world/login?ref=26BC4B90CB; no external post claimed",0,Fresh copy keeps free-picks-first and ticket-later workflow visible.,Use this hook for pulse 60 replies or pulse 65 X fallback once a logged-in account is available.
2026-06-06 23:30 +0300,2026-06-07 00:15 +0300,Memo,Next best channel,runtime/dispatch-board.md,"Ops pulse: if a channel is logged out, pick the next owned channel. Do not log proof until real posting happens.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=next-best-channel&utm_medium=internal&utm_campaign=worldcup26_referral_72h&utm_content=memo_pulse63,logged,"internal-log: session recovery board added at 2026-06-06 23:30 EEST; board generates runtime/session-recovery.{txt,md,html,json} with X pulse 65 login/share/proof command, Facebook pulse 57 login/share/proof command, and phone-first proof commands for urgent priorities 1-6; synced to Dexter, Sienna, Memo, and Nano; no external post claimed",0,Public browser blockers are explicit: Facebook and X fresh sessions require login before proof can be claimed.,"After login, open runtime/session-recovery.html, publish X/Facebook fallback or phone-first actions, then log real proof."
2026-06-06 23:55 +0300,2026-06-07 01:00 +0300,Sienna,WhatsApp Status,media/worldcup26-main-video.mp4,"I invited you to WorldCup26.

Pick 3 teams for free first. You can see what your points would be, then use a ticket only if you want to enter the paid leaderboard.

Use my referral code 26BC4B90CB when you join:
https://worldcup26.world/login?ref=26BC4B90CB&utm_source=whatsapp-status&utm_medium=manual-post&utm_campaign=worldcup26_referral_72h&utm_content=sienna_pulse66

All teams are still available right now.",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=whatsapp-status&utm_medium=manual-post&utm_campaign=worldcup26_referral_72h&utm_content=sienna_pulse66,logged,"internal-log: escalation board added at 2026-06-06 23:55 EEST; generates runtime/escalation-board.{txt,md,html,json}; highlights stale external actions with critical/hot counts and worker-specific do-now queues; synced to Dexter, Sienna, Memo, and Nano; no external post claimed",0,"Critical stale real-world actions remain: WhatsApp Status, WhatsApp personal batch, Instagram/Facebook story, football group approval, TikTok/Reels/Shorts, DM replies.","Use runtime/escalation-board.html or runtime/phone-action-center.html on a logged-in phone/social account, perform the real action, then log real proof with placeholders replaced."
2026-06-07 01:40 +0300,2026-06-07 00:45 +0300,Dexter,X / public fallback,media/worldcup26-referral-16x9.jpg,"WorldCup26 is open.

Pick 3 teams for free. See your private points preview.

Use a ticket only when you want to enter the paid leaderboard.

Code: 26BC4B90CB
https://worldcup26.world/login?ref=26BC4B90CB&utm_source=x-public-fallback&utm_medium=manual-post&utm_campaign=worldcup26_referral_72h&utm_content=dexter_pulse65",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=x-public-fallback&utm_medium=manual-post&utm_campaign=worldcup26_referral_72h&utm_content=dexter_pulse65,posted,private-x-note: posted from logged-in Semenescu Dan / @NervixAi X compose at 2026-06-07 01:39 EEST; browser returned to https://x.com/home after clicking Postează; text included code 26BC4B90CB and https://worldcup26.world/login?ref=26BC4B90CB with x-public-fallback utm_content=dexter_pulse65; public permalink pending because X profile timeline kept loading,0,supplemental pulse 65; Short feed; Publish or prepare a short public CTA if X is logged in.,
2026-06-07 17:12 +0300,2026-06-07 17:11 +0300,Sienna,Instagram,assets/worldcup26-meta-free-first.png,"Most World Cup predictions are boring. Pick 3 teams free and see your private score.

Pick 3 teams free. If you want the paid leaderboard later, use a ticket.

Invite code: 26BC4B90CB
https://worldcup26.world/login?ref=26BC4B90CB&utm_source=instagram&utm_medium=organic-post&utm_campaign=worldcup26_zero_signup_rescue&utm_content=free_first_image

#WorldCup2026 #FIFAWorldCup #football #predictions #WorldCup26",https://worldcup26.world/login?ref=26BC4B90CB&utm_source=instagram&utm_medium=organic-post&utm_campaign=worldcup26_zero_signup_rescue&utm_content=free_first_image,posted,https://www.instagram.com/p/DZSZwTrF8nX/,0,public Instagram free-first post from @seme1981; screenshot instagram-worldcup26-post-2026-06-07.png,watch comments/profile taps/referral views; reply manually to anyone who asks for help picking 3 teams
